id,tender_id,title,issuing_authority,category,department,location,state,publish_date,deadline_date,source_url,description,tender_value,status
19270,,कार्यवाही,Munger NIC,General,General,Bihar,Unknown,,,https://munger.nic.in/hi/notice_category/%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%af%e0%a4%b5%e0%a4%be%e0%a4%b9%e0%a5%80/,कार्यवाही,,open
19271,,अधिसूचना,Munger NIC,General,General,Bihar,Unknown,,,https://munger.nic.in/hi/notice_category/%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%b8%e0%a5%82%e0%a4%9a%e0%a4%a8%e0%a4%be/,अधिसूचना,,open
19272,,गुमशुदा व्यक्ति,Munger NIC,General,General,Bihar,Unknown,,,https://munger.nic.in/hi/notice_category/%e0%a4%97%e0%a5%81%e0%a4%ae%e0%a4%b6%e0%a5%81%e0%a4%a6%e0%a4%be-%e0%a4%b5%e0%a5%8d%e0%a4%af%e0%a4%95%e0%a5%8d%e0%a4%a4%e0%a4%bf/,गुमशुदा व्यक्ति,,open
19273,,भर्ती,Munger NIC,General,General,Bihar,Unknown,,,https://munger.nic.in/hi/notice_category/%e0%a4%ad%e0%a4%b0%e0%a5%8d%e0%a4%a4%e0%a5%80/,भर्ती,,open
19274,,निविदाएं,Munger NIC,General,General,Bihar,Unknown,,,https://munger.nic.in/hi/notice_category/%e0%a4%a8%e0%a4%bf%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a4%be%e0%a4%8f%e0%a4%82/,निविदाएं,,open
19282,,DM TOUR,Jamui NIC,General,General,Bihar,Unknown,,,https://jamui.nic.in/notice_category/dm-tour/,DM TOUR,,open
19284,,ADM’s Court Order,Jamui NIC,General,Police,Bihar,Unknown,,,https://jamui.nic.in/notice_category/adms-court-order/,ADM’s Court Order,,open
19286,,"Short Notice of Tender for operation and Maintenance of referral Hospital, Community and Primary Health Centers in Jamui District",Jamui NIC,Works,Health,"Jamui, Bihar",Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s337bc2f75bf1bcfe8450a1a41c200364c/uploads/2026/03/17724693739555.pdf,"District Health Society, JamuiShort Notice of Tender for operation and Maintenance of referral Hospital, Community and Primary Health Centers in Jamui District28/02/202613/03/2026View (548 KB)",,open
19292,,Survey,Survey,Services,Revenue,Bihar,Unknown,,,https://lakhisarai.nic.in/notice_category/survey/,Survey,,open
19295,,Miscellaneous,Lakhisarai NIC,General,Social Welfare,Bihar,Unknown,,,https://lakhisarai.nic.in/notice_category/miscellaneous/,Miscellaneous,,open
19301,,Judgment / Award,Sheikhpura NIC,General,General,Bihar,Unknown,,,https://sheikhpura.nic.in/notice_category/lokpal/,Judgment / Award,,open
19302,,Monthly Report,Sheikhpura NIC,General,General,Bihar,Unknown,,,https://sheikhpura.nic.in/notice_category/lokpal-mpr/,Monthly Report,,open
19308,,Activities,Nalanda NIC,General,General,Bihar,Unknown,,,https://nalanda.nic.in/en/notice_category/activities/,Activities,,open
19312,,"Mining Section, Collectorate Nalanda, Biharsharif",Nalanda NIC,General,Revenue,"Nalanda, Bihar",Unknown,2026-02-26 00:00:00.000000,,https://cdn.s3waas.gov.in/s3f85454e8279be180185cac7d243c5eb3/uploads/2026/02/17720883538425.pdf,"Notice Inviting e-Tender – cum – e-Auction for Settlement of Unlisted Sand Ghats in Nalanda DistrictMining Section, Collectorate Nalanda, Biharsharif26/02/202614/03/2026View (2 MB)",,open
19314,,DM Monthly Tour Programme,Nawada NIC,General,General,Bihar,Unknown,,,https://nawada.nic.in/notice_category/dm-monthly-tour-programme/,DM Monthly Tour Programme,,open
19318,,Teacher Niyojan,Nawada NIC,General,Education,Bihar,Unknown,,,https://nawada.nic.in/notice_category/teacher-niyojan/,Teacher Niyojan,,open
19327,,219-Goh,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/219-goh/,219-Goh,,open
19328,,220-Obra,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/220-obra/,220-Obra,,open
19329,,221-Nabinagar,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/221-nabinagar/,221-Nabinagar,,open
19330,,222-Kutumba,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/222-kutumba/,222-Kutumba,,open
19331,,223-Aurangabad,Aurangabad NIC,General,General,"Aurangabad, Bihar",Unknown,,,https://aurangabad.bih.nic.in/notice_category/223-aurangabad/,223-Aurangabad,,open
19332,,224-Rafiganj,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/224-rafiganj/,224-Rafiganj,,open
19336,,Public Notice,Jehanabad NIC,General,General,Bihar,Unknown,,,https://jehanabad.nic.in/en/notice_category/public-notice/,Public Notice,,open
19341,,General information regarding allotment of short term parking/vending zones/shops,Jehanabad NIC,General,General,Bihar,Unknown,2026-02-20 00:00:00.000000,,https://cdn.s3waas.gov.in/s34e4b5fbbbb602b6d35bea8460aa8f8e5/uploads/2026/02/17715951629745.pdf,General information regarding allotment of short term parking/vending zones/shopsGeneral information regarding allotment of short term parking/vending zones/shops20/02/202631/03/2026View (2 MB),,open
19350,,Short notice for auction of seized yellow sand stored at the secondary loading site of surrendered/cancelled sand ghats under Rohtas district,Rohtas NIC,General,Social Welfare,"Rohtas, Bihar",Unknown,2026-02-24 00:00:00.000000,,https://cdn.s3waas.gov.in/s3cbcb58ac2e496207586df2854b17995f/uploads/2026/02/17719333371946.pdf,Mines & GeologyShort notice for auction of seized yellow sand stored at the secondary loading site of surrendered/cancelled sand ghats under Rohtas district24/02/202616/03/2026View (976 KB),,open
19353,,REGISTERED FERTILIZER DISTRIBUTOR,Buxar NIC,General,Agriculture,Bihar,Unknown,,,https://buxar.nic.in/notice_category/registered-fertilizer-distributor/,REGISTERED FERTILIZER DISTRIBUTOR,,open
19354,,District Order,Buxar NIC,General,Social Welfare,Bihar,Unknown,,,https://buxar.nic.in/notice_category/district-order/,District Order,,open
19355,,Tour Diary,Buxar NIC,General,General,Bihar,Unknown,,,https://buxar.nic.in/notice_category/tour-diary/,Tour Diary,,open
19357,,Inspection Notes,Buxar NIC,General,General,Bihar,Unknown,,,https://buxar.nic.in/notice_category/inspection-notes/,Inspection Notes,,open
19360,,Meeting Proceedings,Buxar NIC,General,General,Bihar,Unknown,,,https://buxar.nic.in/notice_category/meeting-proceedings/,Meeting Proceedings,,open
19396,,Observer Detail,Katihar NIC,General,General,Bihar,Unknown,,,https://katihar.nic.in/notice/district-nazarat-section-collectorate-katihar-3/,Observer Detail,,open
19397,,Final MLC Elector List,Katihar NIC,General,Social Welfare,Bihar,Unknown,,,https://katihar.nic.in/notice/final-elector-list/,Final MLC Elector List,,open
19398,,Draft Elector List,Katihar NIC,General,Social Welfare,Bihar,Unknown,,,https://katihar.nic.in/notice/mlc-election-2022-draft-elector-list/,Draft Elector List,,open
19399,,Affidavit filed by the candidate in Lok Sabha Election-2019,Katihar NIC,General,General,Bihar,Unknown,,,https://katihar.nic.in/notice/affidevit-filed-by-the-candidate-in-lok-sabha-election-2019/,Affidavit filed by the candidate in Lok Sabha Election-2019,,open
19428,,DDC Tour Programme,Khagaria NIC,General,General,Bihar,Unknown,,,https://khagaria.nic.in/notice_category/ddc-tour-programme/,DDC Tour Programme,,open
19454,,Announcement / Advertisement,Hazaribag NIC,General,General,Bihar,Unknown,,,https://hazaribag.nic.in/notice_category/announcement-advertisement/,Announcement / Advertisement,,open
19455,,Notice from Information & Public Relation Deaprtment,Hazaribag NIC,General,General,Bihar,Unknown,,,https://hazaribag.nic.in/notice_category/notice-from-information-public-relation-deaprtment/,Notice from Information & Public Relation Deaprtment,,open
19471,,Gazetteer,Jamshedpur NIC,General,General,Bihar,Unknown,,,https://jamshedpur.nic.in/notice_category/gazetteer/,Gazetteer,,open
19491,,Tour Programme of DC,Seraikela NIC,General,General,Bihar,Unknown,,,https://seraikela.nic.in/notice_category/dc-tour-programme/,Tour Programme of DC,,open
19492,,Birth and Death figures,Seraikela NIC,General,General,Bihar,Unknown,,,https://seraikela.nic.in/notice_category/birth-and-death-figures/,Birth and Death figures,,open
19493,,Recruitment/Results,Seraikela NIC,General,General,Bihar,Unknown,,,https://seraikela.nic.in/notice_category/recruitment-results/,Recruitment/Results,,open
19496,,Cause List(DC Court),Seraikela NIC,General,Social Welfare,Bihar,Unknown,,,https://seraikela.nic.in/notice_category/cause-listdc-court/,Cause List(DC Court),,open
19505,,Publication,Giridih NIC,General,General,Bihar,Unknown,,,https://giridih.nic.in/notice_category/publication/,Publication,,open
19536,,"Civil surgeon Cum Chief Medical Office, Sahibganj",Sahibganj NIC,General,Health,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s369421f032498c97020180038fddb8e24/uploads/2026/02/17722661156079.pdf,"Office order-(CT Scan Cancel)Civil surgeon Cum Chief Medical Office, Sahibganj28/02/202610/03/2026View (240 KB)",,open
19537,,"Jharkhand Education Project, Sahibganj",Sahibganj NIC,General,Education,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s369421f032498c97020180038fddb8e24/uploads/2026/02/17722623431016.pdf,"Annual Exam Question Paper Print TenderJharkhand Education Project, Sahibganj28/02/202607/03/2026View (694 KB)Annual Exam-(SA II) 2025-26 21-Feb-2026 (641 KB)",,open
19547,,"Tender E-Auction of Simdega District Sand Ghat Category 2 from District Mining Office, (Letter no – 244, Dated – 27-02-2026)",Simdega NIC,General,Social Welfare,"Simdega, Jharkhand",Unknown,2026-02-27 00:00:00.000000,,https://cdn.s3waas.gov.in/s30fcbc61acd0479dc77e3cccc0f5ffca7/uploads/2026/02/17722782497414.pdf,"Tender E-Auction of Simdega District Sand Ghat Category 2 from District Mining OfficeTender E-Auction of Simdega District Sand Ghat Category 2 from District Mining Office, (Letter no – 244, Dated – 27-02-2026)28/02/202614/03/2026View (995 KB)",,open
19549,,"Auction Notice, Office of the Divisional Forest Officer, Simdega",Forest,General,Social Welfare,"Simdega, Jharkhand",Unknown,2026-02-20 00:00:00.000000,,https://cdn.s3waas.gov.in/s30fcbc61acd0479dc77e3cccc0f5ffca7/uploads/2026/02/17715875141933.pdf,"Auction Notice, Office of the Divisional Forest Officer, SimdegaAuction Notice, Office of the Divisional Forest Officer, Simdega20/02/202606/03/2026View (1 MB)",,open
19553,,Press Release,Khunti NIC,General,General,Bihar,Unknown,,,https://khunti.nic.in/notice_category/press-release/,Press Release,,open
19578,,ITI Admission,Deoghar NIC,General,General,Bihar,Unknown,,,https://deoghar.nic.in/notice_category/iti-admission/,ITI Admission,,open
19593,,"District Social Welfare Officer, Gumla.",Social Welfare,General,Social Welfare,"Gumla, Jharkhand",Unknown,2026-03-02 00:00:00.000000,,https://cdn.s3waas.gov.in/s3389bc7bb1e1c2a5e7e147703232a88f6/uploads/2026/03/17724501473722.pdf,"Tender for Operation of Shakti Sadan (50 Bed Capacity).District Social Welfare Officer, Gumla.02/03/202618/03/2026View (1,006 KB)",,open
19594,,"District Education Superintendent-cum-Additional District Program Officer, Gumla.",UP,General,Education,"Gumla, Jharkhand",Unknown,2026-02-21 00:00:00.000000,,https://cdn.s3waas.gov.in/s3389bc7bb1e1c2a5e7e147703232a88f6/uploads/2026/02/17716756843578.pdf,"Very Short Term Tender for Band Uniforms for PM Shri Schools for the Academic Session 2025-26.District Education Superintendent-cum-Additional District Program Officer, Gumla.21/02/202602/03/2026View (735 KB)",,open
19615,,"महत्वपूर्ण सूचनाएँ ,स्पष्टीकरण और मुददे",MoHUA,General,General,Bihar,Unknown,,,https://mohua.gov.in/,"महत्वपूर्ण सूचनाएँ ,स्पष्टीकरण और मुददे",,open
19617,,54361707,Tender Detail Jharkhand,General,General,Bihar,Jharkhand,,,https://www.tenderdetail.com/State-tenders/jharkhand-tenders,54361707,,open
22133,,Teacher Appointment,Patna NIC,General,Education,Bihar,Unknown,,,https://patna.nic.in/notice_category/teacher-appointment/,Teacher Appointment,,open
22144,,Tour Prgramme,Darbhanga NIC,General,General,Bihar,Unknown,,,https://darbhanga.nic.in/notice_category/tour-programme/,Tour Prgramme,,open
22146,,Proceedings of the Weekly Coordination Committee Meeting,Darbhanga NIC,General,General,Bihar,Unknown,,,https://darbhanga.nic.in/notice_category/proceedings-of-the-weekly-coordination-committee-meeting/,Proceedings of the Weekly Coordination Committee Meeting,,open
22150,,Short Term Tender Notice No. 1 for Procurement of Materials under MNREGA,Darbhanga NIC,Goods,General,Bihar,Unknown,2026-02-27 00:00:00.000000,,https://cdn.s3waas.gov.in/s3beed13602b9b0e6ecb5b568ff5058f07/uploads/2026/02/17721961709246.pdf,"District Rural Development Agency, Vikash Bhawan, DarbhangaShort Term Tender Notice No. 1 for Procurement of Materials under MNREGA27/02/202616/03/2026View (2 MB)",,open
22152,,Very Short Notice,Darbhanga NIC,General,General,Bihar,Unknown,2026-02-19 00:00:00.000000,,https://cdn.s3waas.gov.in/s3beed13602b9b0e6ecb5b568ff5058f07/uploads/2026/02/17714977837361.pdf,"Collectorate, Darbhanga (Prohibition and Excise Department)Very Short Notice19/02/202613/03/2026View (1 MB)",,open
22159,,Bharat Petroleum Corporation Limited - BPCL Tender - Bihar Tender,BPC,General,General,Bihar,Bihar,2026-03-25 00:00:00.000000,,https://bidassist.com/bihar-tenders/bharat-petroleum-corporation-limited/detail-0ba62a87-5468-4c84-9faa-6a369f29d93e,"Bharat Petroleum Corporation Limited - BPCL Tender - Bihar TenderServicesGEMPatna, BiharCategory: Custom Bid For Services - Statutory Ndtinspection/testing/certification Of Two Number Of600 Mt Mounded Storage Vessels Under Rule 19 Ofsmpv (u), 1981 At Patna Lpg PlantClosing Date25 Mar 2026Tender AmountRefer DocumentsFollowDownload",,open
24582,,54361866,Tender Detail Bihar,General,General,Bihar,Bihar,,,https://www.tenderdetail.com/State-tenders/bihar-tenders,54361866,,open
24593,,State Bank Of India - SBI Tender - Bihar Tender,Bid Assist Bihar,General,Social Welfare,Bihar,Bihar,2026-03-17 00:00:00.000000,,https://bidassist.com/bihar-tenders/state-bank-of-india/detail-f3c4bfeb-44a2-4fbc-b253-c101123fa6f0,"State Bank Of India - SBI Tender - Bihar TenderAuctionVaishali, BiharIndustrial Plot For Sale In Sarai, VaishaliClosing Date17 Mar 2026Tender Amount₹ 17.5 CrFollowDownload",,open
27095,,Cooperative Department Tender - Rajasthan Tender,Rajasthan,General,Social Welfare,Bihar,Bihar,2026-03-24 00:00:00.000000,,https://bidassist.com/rajasthan-tenders/cooperative-department/detail-6602ad4b-6add-4940-9eac-93ef020b90ad,"Cooperative Department Tender - Rajasthan TenderGoodsGEMJaipur - Rajasthan,Vaishali - BiharCategory: Point Of Sale Terminal (v4) (q2)Closing Date24 Mar 2026Tender Amount₹ 1.4 CrFollowDownload",,open
30110,,Bridge And Roof Company India Limited Tender - Jharkhand Tender,Bid Assist Jharkhand,Works,PWD,Bihar,Jharkhand,2026-03-13 00:00:00.000000,,https://bidassist.com/jharkhand-tenders/bridge-and-roof-company-india-limited/detail-c2b0be8d-28bd-4545-b721-52446b42e671,"Bridge And Roof Company India Limited Tender - Jharkhand TenderWorksEprocureRanchi, JharkhandForming Tie Up With Experienced Agency Through Mou For Pre-bid Services And Post Award Execution Of Civil Works In Connection With Sail Bsl Brownfield Expansion TenderClosing Date13 Mar 2026Tender Amount₹ 38.4 CrFollowDownload",,open
30177,,"Tender for Sonpur Mela, 2022",Bihar Health Services,General,General,Bihar,Bihar,,,https://shs.bihar.gov.in/shs/tender/1665749908.pdf,"66Tender for Sonpur Mela, 2022Pre-Bid meeting Date & Time : 17.10.2022 til 11AMLast Date & Time for subimission in the name of Executive Director, State Health Society, Sheikhpura, Patna-14 : 21.10.2022 till 3PMTime Date of opening of Financial Bid : 21.10.2022 till 3:30PMPAC meeting for Sonpur mela - Letter No. : 4349 Dated : 25.10.2022Technical Bid Chart of Sonepur Mela, 2022Proceeding : NIT Reference No. 04/SHSB/Sonepur Mela/2022-23 for Sonpur mela",,open
30221,,Inviting Quotation for purchase of N-95 Mask and Infrared Thermometer,Bihar Health Services,Goods,General,Bihar,Bihar,,,http://statehealthsocietybihar.org/shs/tenders/2020/Letter No-8240 Dated-07.02.2020.pdf,110Inviting Quotation for purchase of N-95 Mask and Infrared Thermometer,,open
30233,,Notice Inviting Tender of Lab. Consumable Material Under RNTCP.,Bihar Health Services,Goods,General,Bihar,Bihar,,,http://statehealthsocietybihar.org/shs/tenders/2019/nit4labConsumable_RNTCP.pdf,122Notice Inviting Tender of Lab. Consumable Material Under RNTCP.,,open
30241,,Short Tender Notice for Air Ambulance Service in Bihar during Lok Sabha Elections 2019.,Bihar Health Services,Services,General,Bihar,Bihar,,,http://statehealthsocietybihar.org/shs/tenders/2019/stn4AirAmbulanceService_LSE2019.pdf,"130Short Tender Notice for Air Ambulance Service in Bihar during Lok Sabha Elections 2019.**  Date & Time of Submission of Technical & Financial Bid - 08.04.2019 till 11:00 AMShort Re-Tender Notice for Air Ambulance Service in Bihar during Lok Sabha Elections 2019.**  Date & Time of Submission of Technical & Financial Bid - 15.04.2019 by 11:00 AMImportant Information regarding cancellation of Short Tender Notice For Air Ambulance Service in Bihar during Lok Sabha Elections, 2019.",,open
30253,,Notice Inviting Tender for the AMC of approx. 855 Binocular Microscope and approx. 69 LED-Fluorescent Microscope,Bihar Health Services,General,Social Welfare,Bihar,Bihar,,,http://statehealthsocietybihar.org/shs/tenders/2018/tbDeptTender4AMC.pdf,142Notice Inviting Tender for the AMC of approx. 855 Binocular Microscope and approx. 69 LED-Fluorescent MicroscopeLast Date - 15.11.2018,,open
